GDP,,,
-0.118558476,,,
-0.160253906,,,
-0.230892481,,,
-0.039783609,,,
0.168772089,,,
0.111392216,,,
0.142630083,,,
0.096345632,,,
-0.060761481,,,
0.069660683,,,
0.101266094,,,
0.256659443,,,
0.28337548,,,
0.223751446,,,
0.105192925,,,
0.015861206,,,
-0.002070112,,,
0.097044411,,,
0.099560926,,,
-0.00726132,,,
0.100383521,,,
0.157047231,,,
0.058882028,,,
0.059555018,,,
0.003419677,,,
0.089435641,,,
0.05611336,,,
0.054936765,,,
0.015167528,,,
0.084003666,,,
0.03973515,,,
0.03655726,,,
0.074191139,,,
0.055520507,,,
0.073745276,,,
0.084488502,,,
0.095818475,,,
0.057220554,,,
0.093833652,,,
0.081819931,,,
0.054724036,,,
0.085294647,,,
0.098089883,,,
0.114349821,,,
0.084095004,,,
0.090381254,,,
0.111880558,,,
0.111248353,,,
0.129584797,,,
0.11725426,,,
0.087530934,,,
0.122400218,,,
0.042639604,,,
0.086802427,,,
0.11105415,,,
0.074639645,,,
0.055462817,,,
0.060176027,,,
0.078518253,,,
0.077369769,,,
0.056998926,,,
0.032698355,,,
0.058816241,,,
0.051873472,,,
0.062502488,,,
0.048374034,,,
0.056726078,,,
0.062482643,,,
0.056573834,,,
0.062656677,,,
0.064552565,,,
0.032136544,,,
0.033509919,,,
0.047714709,,,
0.065933652,,,
0.067375568,,,
0.05967582,,,
0.046128776,,,
0.018058921,,,
-0.017937591,,,
0.037588937,,,
0.036721457,,,
0.042105295,,,
0.036293372,,,
0.044230777,,,
0.039796413,,,
0.026900736,,,
0.042980619,,,
0.054345815,,,
,,,
